location,report_date,season,season_week,total_mosquito,culex_annulirostris,aedes_vigilax,mos_sindbis,mos_ross_river,mos_kunjin,mos_edge_hill,mos_barmah_forest,mos_stratford,mos_kokobera,mos_unknown,mos_murray_valley_encephalitis,mos_japanese_enc,sc_num_tested,sc_num_pos,sc_murray_valley_encephalitis,sc_kunjin,sc_japanese_encephalitis,rain_cumulative,temperature_max_avg,temperature_max,temperature_min_avg,temperature_min,location_mosquito,location_chicken
Mullumbimby,2020-03-28,2019/2020,39,593,152,824,0,1,0,0,0,0,1,0,1,1,1,1,1,0,1,27.14,26.4,30.3,18.5,17.8,1,
Mullumbimby,2020-04-04,2019/2020,40,541,158,801,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,26.76,26.8,28.2,18.1,16.8,1,
Mullumbimby,2020-04-11,2019/2020,41,568,153,773,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,34.44,24.8,27.4,16.6,12.6,1,
Mullumbimby,2020-04-18,2019/2020,42,559,170,762,1,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1.8,26.7,31.7,14.2,10.8,1,
Mullumbimby,2020-04-25,2019/2020,43,563,150,819,0,1,1,1,1,1,0,1,1,0,0,1,1,0,1,0.05,26.2,27.6,13.8,11.4,1,
Mullumbimby,2020-05-02,2019/2020,44,554,153,763,0,1,0,1,1,0,0,1,0,0,0,1,0,1,1,15.89,24.7,26.6,14.6,12,1,
Mullumbimby,2020-05-09,2019/2020,45,554,181,764,0,0,1,1,1,0,0,1,0,1,1,0,0,0,1,37.5,22,24.9,11.9,10.4,1,
Mullumbimby,2020-05-16,2019/2020,46,546,165,792,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,5.25,21.6,24.4,12.5,11.6,1,
Nambucca,2019-11-30,2019/2020,22,547,151,805,1,0,1,0,1,1,0,0,0,0,1,1,1,0,1,4.54,28.5,32.9,16.5,12.1,1,
Nambucca,2019-12-07,2019/2020,23,546,163,789,0,1,1,1,0,0,1,1,0,1,1,1,0,0,0,20.82,30.5,35.6,13.7,10.2,1,
Nambucca,2019-12-14,2019/2020,24,591,149,833,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,13.82,28.3,33.5,17.1,12.6,1,
Nambucca,2019-12-21,2019/2020,25,561,174,852,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1.98,30.5,32.5,16.9,14.9,1,
Nambucca,2019-12-28,2019/2020,26,540,171,818,1,1,1,1,1,0,0,1,1,0,0,0,1,0,1,28.87,28.2,31.7,18.5,15.6,1,
Nambucca,2020-01-04,2019/2020,27,557,156,800,0,1,1,1,0,1,0,1,1,1,1,0,0,0,1,0,31.3,32.9,17.3,13.6,1,
Nambucca,2020-01-11,2019/2020,28,558,173,815,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,0.84,32.5,36.8,19.4,18.2,1,
Nambucca,2020-01-18,2019/2020,29,573,156,790,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,36,28.6,33.5,18.9,16.3,1,
Nambucca,2020-01-25,2019/2020,30,540,158,815,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,117.86,31.5,34.7,20.8,19.3,1,
Nambucca,2020-02-01,2019/2020,31,590,156,799,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1,7.82,30.9,31.9,21.3,20,1,
Nambucca,2020-02-08,2019/2020,32,534,153,816,1,1,0,0,1,1,0,1,1,1,0,1,0,0,0,133.61,27.8,34.2,19.2,16.9,1,
Nambucca,2020-02-15,2019/2020,33,568,172,759,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,271.09,26.1,29.1,19.6,18.5,1,
Nambucca,2020-02-22,2019/2020,34,568,142,832,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0,12.44,29.2,33.7,19.3,17.7,1,
Nambucca,2020-02-29,2019/2020,35,556,148,797,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,79.15,26.4,29.5,18.2,17.4,1,
Nambucca,2020-03-07,2019/2020,36,535,154,765,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,16.21,28.4,33.5,19.5,18.1,1,
Nambucca,2020-03-14,2019/2020,37,534,154,794,1,0,1,0,0,1,0,1,0,0,1,1,1,1,1,67.84,23.1,25.4,16.7,14.8,1,
Nambucca,2020-03-21,2019/2020,38,547,165,846,0,0,1,1,0,0,1,1,1,0,1,1,1,0,1,45.66,24.8,30.7,14.2,12.7,1,
Nambucca,2020-03-28,2019/2020,39,584,167,761,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,34.61,25.1,29.3,16.7,15.7,1,
Nambucca,2020-04-04,2019/2020,40,530,156,831,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,22.51,26,27.6,15.4,13.8,1,
Nambucca,2020-04-11,2019/2020,41,576,168,789,0,1,1,1,0,1,1,1,0,0,0,1,1,0,1,27.24,23.2,27.5,14.1,9,1,
Nambucca,2020-04-18,2019/2020,42,518,139,836,1,0,1,1,0,0,1,1,1,1,0,1,0,0,1,6.18,25.7,29.3,12,8.2,1,
Nambucca,2020-04-25,2019/2020,43,586,157,825,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,1.14,25,26.6,11.9,10.4,1,
Nambucca,2020-05-02,2019/2020,44,580,178,727,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,3.69,25,28.7,12.6,8.1,1,
Nambucca,2020-05-09,2019/2020,45,520,157,783,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1.08,22,25.5,8.4,6,1,
Nambucca,2020-05-16,2019/2020,46,531,120,804,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,1.69,21.2,23.8,9.5,7.6,1,
Parramatta,2019-11-30,2019/2020,22,526,150,781,0,1,1,0,0,1,1,0,0,0,1,0,1,1,1,5.65,28.6,35,15.8,10.8,1,
Parramatta,2019-12-07,2019/2020,23,578,169,796,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0.1,28.6,35.1,15.3,12.5,1,
Parramatta,2019-12-14,2019/2020,24,572,153,763,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,27.5,37.7,17,15.6,1,
Parramatta,2019-12-21,2019/2020,25,542,191,766,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0.45,30.3,41.2,16.2,13.4,1,
Parramatta,2019-12-28,2019/2020,26,553,140,802,1,1,0,1,1,0,1,0,1,0,1,1,0,1,1,0.7,29.3,38.4,17.7,15.9,1,
Parramatta,2020-01-04,2019/2020,27,555,132,851,1,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0.05,33.5,43.4,18.3,16.1,1,
Parramatta,2020-01-11,2019/2020,28,505,149,797,1,1,1,1,0,0,0,0,1,1,1,0,1,0,0,5.05,31.3,46.8,20.1,17,1,
Parramatta,2020-01-18,2019/2020,29,580,154,796,1,0,0,1,1,0,0,0,0,1,1,1,1,1,0,24.35,26,30.2,17.7,15.9,1,
Parramatta,2020-01-25,2019/2020,30,559,155,800,0,0,1,0,1,0,1,1,1,1,0,1,1,1,0,21.65,30.8,41.5,18.7,17.8,1,
Parramatta,2020-02-01,2019/2020,31,527,148,782,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,10.1,32.3,37.2,21.6,17.6,1,
Parramatta,2020-02-08,2019/2020,32,545,164,835,0,0,1,1,1,1,1,0,1,0,0,1,0,1,0,64.1,28.8,41.9,19.9,15.3,1,
Parramatta,2020-02-15,2019/2020,33,526,157,793,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,332.3,26.6,31,19.7,18.4,1,
Parramatta,2020-02-22,2019/2020,34,538,157,759,0,1,0,0,1,1,0,1,1,0,1,0,0,0,1,27.45,27.4,33.1,18.2,15.3,1,
Parramatta,2020-02-29,2019/2020,35,502,156,825,0,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0.65,27.1,32.3,18,14.2,1,
Parramatta,2020-03-07,2019/2020,36,516,149,818,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,40.55,27.6,37.8,18.6,17.1,1,
Parramatta,2020-03-14,2019/2020,37,517,150,785,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,15,24.2,26.6,15.2,12.5,1,
Parramatta,2020-03-21,2019/2020,38,551,157,812,0,1,1,1,1,1,0,0,1,1,0,0,0,1,0,21.55,25.3,34.9,14.1,11.7,1,
Parramatta,2020-03-28,2019/2020,39,476,171,793,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,18.95,24.3,29.9,15.7,14.2,1,
Parramatta,2020-04-04,2019/2020,40,580,182,812,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,22.15,25.2,27,16,13.2,1,
Parramatta,2020-04-11,2019/2020,41,533,154,778,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,8.55,22.7,25.8,14.7,11.8,1,
Parramatta,2020-04-18,2019/2020,42,536,167,808,0,1,1,0,1,0,1,0,1,1,1,0,0,1,0,3.95,25.7,29.6,11.8,8.3,1,
Parramatta,2020-04-25,2019/2020,43,537,158,771,0,0,0,0,1,1,0,1,1,1,0,1,1,0,1,0.75,24.4,28,11.2,9.8,1,
Parramatta,2020-05-02,2019/2020,44,554,152,851,1,0,1,1,1,1,0,0,0,1,0,1,1,1,0,16.65,22.9,27.5,12.8,8.9,1,
Parramatta,2020-05-09,2019/2020,45,544,134,788,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.6,21.7,27,9.1,6.2,1,
Parramatta,2020-05-16,2019/2020,46,551,160,769,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0.2,19.6,25.6,7.2,5,1,
Penrith,2019-11-30,2019/2020,22,536,162,787,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,9.85,30.8,35.6,15,9.6,1,
Penrith,2019-12-07,2019/2020,23,552,154,814,0,1,1,1,0,0,1,1,0,1,0,1,1,1,1,0,30.3,35.4,14.2,11.2,1,
Penrith,2019-12-14,2019/2020,24,537,126,809,0,1,1,1,0,1,0,1,1,0,1,0,1,1,1,0.05,30.2,40.7,16.1,14.1,1,
Penrith,2019-12-21,2019/2020,25,537,172,858,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0.02,33,41.8,15.3,12.9,1,
Penrith,2019-12-28,2019/2020,26,588,166,784,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0.34,31.5,40.6,17.2,15.6,1,
Penrith,2020-01-04,2019/2020,27,537,164,811,1,0,1,0,1,1,1,0,0,0,1,1,1,0,1,0,37.1,45.3,18.4,15.5,1,
Penrith,2020-01-11,2019/2020,28,564,169,793,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,6.36,32.8,47.8,20.3,17.2,1,
Penrith,2020-01-18,2019/2020,29,559,166,821,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,29.84,27.1,32.2,17.6,15.9,1,
Penrith,2020-01-25,2019/2020,30,574,134,753,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,24.23,31.8,42.1,18.3,16.6,1,
Penrith,2020-02-01,2019/2020,31,554,156,802,1,1,0,1,0,0,0,1,0,1,1,1,0,1,1,3.94,35.1,40.2,21.7,18,1,
Penrith,2020-02-08,2019/2020,32,534,159,809,0,1,1,0,1,1,1,0,0,0,1,0,1,0,0,52.02,30.6,46.3,19.9,15.1,1,
Penrith,2020-02-15,2019/2020,33,561,152,816,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,303.82,26.7,31.6,19.8,18.4,1,
Penrith,2020-02-22,2019/2020,34,585,162,810,1,0,1,0,1,1,1,0,0,0,1,1,1,0,1,30.46,28.2,33.5,18.2,14.2,1,
Penrith,2020-02-29,2019/2020,35,542,150,769,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1.74,27.9,32.7,17.2,12.5,1,
Penrith,2020-03-07,2019/2020,36,526,173,762,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,51.27,27.9,38.1,17.8,16.2,1,
Penrith,2020-03-14,2019/2020,37,531,176,839,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,8.01,24.9,27.1,15.1,12.1,1,
Penrith,2020-03-21,2019/2020,38,488,141,783,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,17.87,25.3,34.6,13.8,12.1,1,
Penrith,2020-03-28,2019/2020,39,549,150,812,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,20.76,24.9,29.9,15,14.1,1,
Penrith,2020-04-04,2019/2020,40,517,176,849,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,13.94,25.2,28.1,15.8,13.2,1,
Penrith,2020-04-11,2019/2020,41,513,153,785,1,1,0,1,1,1,0,1,0,0,1,1,0,0,1,9.09,22.8,25.4,13.9,9.9,1,
Penrith,2020-04-18,2019/2020,42,547,146,774,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0,3.31,25.6,29.8,10.2,6.7,1,
Penrith,2020-04-25,2019/2020,43,557,146,803,0,1,0,1,0,1,0,0,0,0,1,1,1,1,0,0,24.7,28.1,9.3,7.5,1,
Penrith,2020-05-02,2019/2020,44,531,170,803,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,24.92,23.1,27.8,11.8,8.6,1,
Penrith,2020-05-09,2019/2020,45,546,163,798,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,21.7,27.1,7.7,4,1,
Penrith,2020-05-16,2019/2020,46,550,146,774,0,1,0,1,1,0,0,0,1,0,1,1,0,0,1,0.09,19.7,26.6,5.6,2.6,1,
Port Macquarie,2019-11-30,2019/2020,22,532,154,792,1,1,1,0,0,1,0,0,1,0,1,1,0,0,1,18.13,28,32.7,15.5,10.4,1,
Port Macquarie,2019-12-07,2019/2020,23,549,152,835,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,4.83,28.8,32.9,13,9.7,1,
Port Macquarie,2019-12-14,2019/2020,24,569,174,819,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,6.62,27.9,35.3,16.6,12,1,
Port Macquarie,2019-12-21,2019/2020,25,503,159,787,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1.48,29.7,33.3,16,13.1,1,
Port Macquarie,2019-12-28,2019/2020,26,552,162,759,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,15.06,27.6,33.4,17.5,14,1,
Port Macquarie,2020-01-04,2019/2020,27,527,148,817,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1.38,32.3,35.3,17.1,14.4,1,
Port Macquarie,2020-01-11,2019/2020,28,570,157,819,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,5.02,32.1,36.6,19,17.7,1,
Port Macquarie,2020-01-18,2019/2020,29,533,151,852,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,46.31,27.4,29.1,17.9,15.6,1,
Port Macquarie,2020-01-25,2019/2020,30,576,162,821,1,1,0,0,0,0,1,1,1,1,0,1,1,0,0,108.77,30.9,35.6,19.6,18.1,1,
Port Macquarie,2020-02-01,2019/2020,31,580,179,783,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,17.4,31.1,32.4,20.9,19.2,1,
Port Macquarie,2020-02-08,2019/2020,32,554,175,839,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,110.99,27.7,36.5,18.8,15.9,1,
Port Macquarie,2020-02-15,2019/2020,33,550,163,819,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,265.41,25.7,27.8,18.8,17.7,1,
Port Macquarie,2020-02-22,2019/2020,34,532,164,788,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,30.22,27.2,30.6,17.8,15.4,1,
Port Macquarie,2020-02-29,2019/2020,35,536,155,838,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,66.23,25.5,29.1,17.7,17.4,1,
Port Macquarie,2020-03-07,2019/2020,36,547,154,803,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,16.2,27.4,33.3,18.7,17.2,1,
Port Macquarie,2020-03-14,2019/2020,37,535,151,794,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,50.94,22,23.7,15.6,12.9,1,
Port Macquarie,2020-03-21,2019/2020,38,550,178,848,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,52.1,23.7,30.1,13.6,12,1,
Port Macquarie,2020-03-28,2019/2020,39,569,135,774,1,1,0,1,0,1,1,1,0,1,0,1,1,0,0,49.02,23.8,27.8,16.2,14.7,1,
Port Macquarie,2020-04-04,2019/2020,40,509,157,849,1,0,0,1,1,0,0,1,0,0,1,1,1,1,0,21.26,25,26.9,14.7,13,1,
Port Macquarie,2020-04-11,2019/2020,41,497,142,795,1,1,1,0,0,1,0,0,1,0,1,0,1,0,0,17.46,22.3,27.9,13.6,9.1,1,
Port Macquarie,2020-04-18,2019/2020,42,580,135,754,1,1,0,1,1,0,1,1,0,0,1,1,0,0,1,4.92,24.6,28.4,11.2,8,1,
Port Macquarie,2020-04-25,2019/2020,43,541,149,836,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,3.61,24,26,10.9,10.2,1,
Port Macquarie,2020-05-02,2019/2020,44,544,136,761,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,36.62,23.8,27.4,12.8,7.6,1,
Port Macquarie,2020-05-09,2019/2020,45,534,164,815,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0.82,20.6,23.9,8,6.7,1,
Port Macquarie,2020-05-16,2019/2020,46,542,163,798,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1.01,19.7,23.8,7.8,5.6,1,
Sydney Olympic Park,2019-11-30,2019/2020,22,514,147,801,0,1,0,1,1,0,1,1,0,1,0,1,0,1,0,6.58,29,35.2,15.9,10.7,1,
Sydney Olympic Park,2019-12-07,2019/2020,23,550,159,764,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0.03,28.8,35,15.1,12.5,1,
Sydney Olympic Park,2019-12-14,2019/2020,24,561,155,796,1,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,27.9,38.1,17.1,15.2,1,
Sydney Olympic Park,2019-12-21,2019/2020,25,526,155,804,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0.3,30.6,41.3,16.2,13.3,1,
Sydney Olympic Park,2019-12-28,2019/2020,26,582,141,806,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1.35,29.6,39,17.8,16,1,
Sydney Olympic Park,2020-01-04,2019/2020,27,575,162,840,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,33.8,44,18.4,16.1,1,
Sydney Olympic Park,2020-01-11,2019/2020,28,550,147,772,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,5.08,31.5,47,20.2,17.2,1,
Sydney Olympic Park,2020-01-18,2019/2020,29,566,160,779,0,0,1,1,1,1,0,0,0,1,0,1,1,0,0,23.62,26.2,30.4,17.7,15.9,1,
Sydney Olympic Park,2020-01-25,2019/2020,30,511,144,825,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,14.9,30.9,41.8,18.7,17.4,1,
Sydney Olympic Park,2020-02-01,2019/2020,31,539,179,822,0,1,1,0,0,1,1,0,0,1,0,0,1,1,1,10.03,32.7,37.8,21.7,17.6,1,
Sydney Olympic Park,2020-02-08,2019/2020,32,511,167,848,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,73.17,29.2,43,20.1,15.4,1,
Sydney Olympic Park,2020-02-15,2019/2020,33,538,140,772,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,330.78,26.7,31.2,19.9,18.8,1,
Sydney Olympic Park,2020-02-22,2019/2020,34,569,166,826,1,0,0,1,0,1,1,1,1,1,0,1,1,0,1,31.65,27.6,33.3,18.3,15.2,1,
Sydney Olympic Park,2020-02-29,2019/2020,35,569,164,755,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,0.82,27.4,32.5,18,13.8,1,
Sydney Olympic Park,2020-03-07,2019/2020,36,538,146,766,0,0,1,1,1,1,0,0,1,1,1,0,0,0,1,42.88,27.7,37.8,18.5,17.1,1,
Sydney Olympic Park,2020-03-14,2019/2020,37,525,154,788,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,13.8,24.4,26.8,15.4,12.6,1,
Sydney Olympic Park,2020-03-21,2019/2020,38,539,187,827,1,1,0,0,1,0,0,1,0,1,0,1,1,1,1,19.32,25.5,35,14.1,11.9,1,
Sydney Olympic Park,2020-03-28,2019/2020,39,541,150,775,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,21.38,24.5,30.1,15.7,14.3,1,
Sydney Olympic Park,2020-04-04,2019/2020,40,568,143,821,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,23.4,25.3,27.1,16.1,13.4,1,
Sydney Olympic Park,2020-04-11,2019/2020,41,558,163,791,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,8.53,22.9,25.9,14.5,11.4,1,
Sydney Olympic Park,2020-04-18,2019/2020,42,585,172,833,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,7.55,25.8,29.6,11.7,8.2,1,
Sydney Olympic Park,2020-04-25,2019/2020,43,537,139,825,1,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0.4,24.4,28,10.9,9.7,1,
Sydney Olympic Park,2020-05-02,2019/2020,44,545,141,774,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,16.92,23,27.6,12.6,8.6,1,
Sydney Olympic Park,2020-05-09,2019/2020,45,566,152,807,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0.2,21.8,27.1,8.8,6,1,
Sydney Olympic Park,2020-05-16,2019/2020,46,521,160,780,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0.03,19.7,25.9,7.1,4.7,1,
Tweed Heads,2019-11-30,2019/2020,22,537,156,811,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0.17,29.4,31.1,18.6,16.6,1,
Tweed Heads,2019-12-07,2019/2020,23,542,152,807,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0,27.13,32.1,36.2,16.4,13,1,
Tweed Heads,2019-12-14,2019/2020,24,519,129,798,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,14.8,30.5,33.5,19.5,16.1,1,
Tweed Heads,2019-12-21,2019/2020,25,550,148,808,1,0,0,0,1,1,1,0,1,1,0,1,0,0,1,6.59,30.5,36.9,18.2,13.4,1,
Tweed Heads,2019-12-28,2019/2020,26,535,150,838,0,1,1,1,0,0,1,1,0,1,0,0,0,0,1,45.22,28.9,31.6,19.7,18.1,1,
Tweed Heads,2020-01-04,2019/2020,27,569,169,767,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0.78,29.9,31.2,17.7,16.5,1,
Tweed Heads,2020-01-11,2019/2020,28,545,163,828,1,0,0,1,0,1,1,0,0,1,1,0,1,1,0,1.06,31.5,33.2,18.7,16.6,1,
Tweed Heads,2020-01-18,2019/2020,29,549,157,802,0,0,1,0,1,1,1,1,1,0,0,0,0,1,1,39.72,27.9,31.8,20.3,19,1,
Tweed Heads,2020-01-25,2019/2020,30,575,149,768,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,202.46,30.5,32.3,21.6,19.5,1,
Tweed Heads,2020-02-01,2019/2020,31,572,169,830,0,1,1,1,1,1,1,0,0,0,1,0,0,1,0,8.13,30,32.2,21.3,20.2,1,
Tweed Heads,2020-02-08,2019/2020,32,595,157,826,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,144.59,27.5,33.1,20.1,18.6,1,
Tweed Heads,2020-02-15,2019/2020,33,529,160,758,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,415.98,26.8,28.4,20.9,20.5,1,
Tweed Heads,2020-02-22,2019/2020,34,555,152,787,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,13.68,30.6,33.2,21.7,20.3,1,
Tweed Heads,2020-02-29,2019/2020,35,563,165,810,0,1,0,1,0,1,1,0,0,0,0,0,1,1,1,70.1,27.2,29.9,19.6,18.9,1,
Tweed Heads,2020-03-07,2019/2020,36,607,158,843,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,23.67,29.5,32.2,20.6,18.9,1,
Tweed Heads,2020-03-14,2019/2020,37,547,162,829,0,0,1,1,1,1,0,1,1,1,1,0,1,1,0,73.88,24.8,27.1,18.5,16.6,1,
Tweed Heads,2020-03-21,2019/2020,38,564,153,809,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,9.63,25.8,28.5,16.1,13.9,1,
Tweed Heads,2020-03-28,2019/2020,39,533,161,814,1,1,1,0,1,1,0,0,1,1,0,1,0,1,0,17.76,26.6,30.7,17.9,16.9,1,
Tweed Heads,2020-04-04,2019/2020,40,529,176,804,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,7.5,27.5,28.8,17.6,16.5,1,
Tweed Heads,2020-04-11,2019/2020,41,532,169,777,0,0,1,1,1,0,0,1,0,0,0,1,0,1,1,15.94,25.6,27.7,16.5,12.8,1,
Tweed Heads,2020-04-18,2019/2020,42,567,177,838,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1.87,27.2,31.6,13.9,10.6,1,
Tweed Heads,2020-04-25,2019/2020,43,535,151,801,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,0.72,26.6,28.4,13.1,9.7,1,
Tweed Heads,2020-05-02,2019/2020,44,560,159,755,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,9.36,25.4,27.8,14.1,12.7,1,
Tweed Heads,2020-05-09,2019/2020,45,545,154,812,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,15.97,22.6,25.1,11.1,8.9,1,
Tweed Heads,2020-05-16,2019/2020,46,565,156,799,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5.65,22.4,24.9,12.3,11.2,1,
Wagga Wagga,2019-11-30,2019/2020,22,533,149,811,1,0,1,1,1,0,1,1,0,0,1,0,1,0,1,0.1,29.9,35.2,10.7,4.9,1,
Wagga Wagga,2019-12-07,2019/2020,23,569,170,760,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,7.68,23.5,29.6,9.9,5.7,1,
Wagga Wagga,2019-12-14,2019/2020,24,554,158,764,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,32.5,37.6,11.5,8,1,
Wagga Wagga,2019-12-21,2019/2020,25,542,179,838,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,36.3,42.7,16.2,12.1,1,
Wagga Wagga,2019-12-28,2019/2020,26,570,147,752,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,36.9,41.8,19,15.2,1,
Wagga Wagga,2020-01-04,2019/2020,27,569,140,793,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0.74,38,42.2,20.4,11.4,1,
Wagga Wagga,2020-01-11,2019/2020,28,564,144,748,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1.87,35.7,46.4,19.5,17.3,1,
Wagga Wagga,2020-01-18,2019/2020,29,540,146,850,0,0,1,0,0,1,1,0,1,0,0,1,1,1,0,2.18,32.2,35.7,16.5,12,1,
Wagga Wagga,2020-01-25,2019/2020,30,568,168,758,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,17.54,29.6,36.3,16.9,12.6,1,
Wagga Wagga,2020-02-01,2019/2020,31,503,165,771,0,0,1,0,1,0,1,1,1,0,0,0,0,1,1,1.3,37.3,45.1,16.6,11,1,
Wagga Wagga,2020-02-08,2019/2020,32,570,165,810,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0.17,32.1,43.4,18.9,10.8,1,
Wagga Wagga,2020-02-15,2019/2020,33,553,169,777,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0,27,30.2,33.4,19.4,16.9,1,
